iter	Passed	Remaining
166	1625435	8107712
167	1635495	8099598
168	1645195	8089687
169	1656070	8085520
170	1663599	8065051
171	1672831	8052931
172	1683472	8047582
173	1693304	8038328
174	1700539	8016830
175	1710297	8007300
176	1720766	8001076
177	1732460	8000463
178	1742732	7993204
179	1752984	7985819
180	1764487	7984064
181	1772625	7967073
182	1783107	7960649
183	1792733	7950382
184	1799951	7929517
185	1810026	7921300
186	1819244	7909335
187	1828919	7899377
188	1839394	7892851
189	1849577	7885040
190	1859983	7878150
191	1869798	7868733
192	1880101	7861358
193	1890608	7854798
194	1901158	7848372
195	1910010	7834940
196	1920442	7827995
197	1931981	7825501
198	1942466	7818673
199	1952553	7810213
200	1966887	7818620
201	1977534	7812241
202	1987249	7802156
203	1998202	7796908
204	2010749	7797784
205	2021798	7792756
206	2033816	7791383
207	2046058	7790761
208	2055869	7780827
209	2066330	7773339
210	2077571	7768740
211	2087307	7758483
212	2096897	7747691
213	2107080	7739089
214	2118040	7733311
215	2129727	7730122
216	2140582	7723853
217	2150964	7715844
218	2162774	7712909
219	2174709	7710333
220	2185079	7702158
221	2195977	7695811
222	2206366	7687654
223	2215805	7676185
224	2227301	7671817
225	2237182	7661855
226	2249150	7659001
227	2261042	7655812
228	2270172	7643243
229	2280421	7634454
230	2289856	7622941
231	2300385	7615067
232	2311497	7609091
233	2320434	7595951
234	2332886	7594289
235	2343224	7585691
236	2353308	7576261
237	2363682	7567755
238	2372390	7553929
239	2383717	7548439
240	2396910	7548776
241	2405492	7534558
242	2415562	7525022
243	2426642	7518614
244	2437050	7510094
245	2449768	7508640
246	2460752	7501807
247	2469442	7487985
248	2480522	7481414
249	2491627	7474881
250	2501507	7464657
251	2511045	7453419
252	2521827	7445871
253	2534467	7443750
254	2545976	7438245
255	2558456	7435515
256	2570812	7432349
257	2582686	7427727
258	2594258	7422184
259	2606193	7417627
260	2615670	7406056
261	2628359	7403547
262	2641469	7402141
263	2652997	7396235
264	2663905	7388568
265	2675487	7382735
266	2687492	7378023
267	2698750	7371214
268	2710209	7364918
269	2719664	7353168
270	2729857	7343417
271	2740893	7335921
272	2752748	7330579
273	2763224	7321537
274	2773996	7313264
275	2786033	7308290
276	2798067	7303258
277	2809121	7295631
278	2819236	7285553
279	2828849	7274184
280	2838740	7263539
281	2850150	7256766
282	2861176	7248986
283	2873744	7245075
284	2884130	7235625
285	2896224	7230434
286	2907318	7222710
287	2917634	7213041
288	2928263	7204136
289	2939331	7196293
290	2949140	7185363
291	2958198	7172617
292	2969087	7164318
293	2979071	7153825
294	2989026	7143267
295	2998981	7132713
296	3008912	7122104
297	3019387	7112785
298	3028045	7099196
299	3037118	7086610
300	3047579	7077270
301	3056602	7064597
302	3065970	7052742
303	3076424	7043393
304	3087099	7034537
305	3095442	7020381
306	3104004	7006759
307	3114820	6998232
308	3124809	6987842
309	3134134	6975976
310	3144163	6965687
311	3153571	6954029
312	312	3163300	6943313	313	3175135	6936314	314	3186613	6929315	315	3196950	6919316	316	3207619	6911317	317	3219120	6903900
318	3231179	6897909
319	3242285	6889856
320	3254182	6883457
321	3264554	6873813
322	3274742	6863778
323	3284454	6852751
324	3295418	6844330
325	3307058	6837292
326	3318079	6828951
327	3329421	6821253
328	3339498	6810951
329	3349706	6800920
330	3361765	6794626
331	3371640	6783902
332	3381840	6773835
333	3391658	6763007
334	3402607	6754429
335	3415739	6750151
336	3424321	6736869
337	3435491	6728684
338	3446896	6720938
339	3458518	6713595
340	3470612	6707137
341	3481434	6698198
342	3492708	6690115
343	3503290	6680693
344	3516059	6675416
345	3528282	6669065
346	3539665	6661100
347	3552305	6655469
348	3564475	6648922
349	3576383	6641855
350	3587849	6633943
351	3598497	6624506
352	3610473	6617497
353	3621189	6608159
354	3633739	6602145
355	3645154	6594043
356	3657222	6587098
357	3669486	6580476
358	3682761	6575627
359	3694650	6568266
360	3708244	6563901
361	3721415	6558737
362	3733423	6551490
363	3746491	6546067
364	3757286	6536649
365	3769733	6530084
366	3784033	6526684
367	3796526	6520121
368	3807660	6511202
369	3820208	6504680
370	3832838	6498263
371	3846369	6493333
372	3859478	6487649
373	3871929	6480822
374	3884223	6473705
375	3896162	6465972
376	3910199	6461681
377	3922259	6454088
378	3934152	6446196
379	3946764	6439458
380	3959205	6432410
381	3971778	6425546
382	3984924	6419578
383	3995901	6410092
384	4010806	6406872
385	4022162	6397946
386	4034841	6391105
387	4048287	6385443
388	4060942	6378498
389	4074360	6372718
390	4086899	6365528
391	4100777	6360389
392	4111394	6350169
393	4122469	6340651
394	4134087	6331956
395	4147591	6326124
396	4158668	6316567
397	4171407	6309516
398	4185784	6304903
399	4199608	6299412
400	4207707	6285327
401	4221147	6279219
402	4232971	6270680
403	4244765	6262080
404	4257178	6254373
405	4266641	6242327
406	4275749	6229777
407	4288366	6222335
408	4300593	6214305
409	4312037	6205127
410	4325824	6199295
411	4336835	6189464
412	4347810	6179575
413	4361610	6173680
414	4373266	6164725
415	4385990	6157255
416	4399733	6151186
417	4413421	6145003
418	4426461	6137885
419	4439005	6130055
420	4450862	6121257
421	4460794	6109808
422	4472389	6100634
423	4484876	6092663
424	4498468	6086163
425	4511685	6079125
426	4522696	6069098
427	4537014	6063487
428	4551012	6057408
429	4563115	6048780
430	4574201	6038795
431	4587334	6031494
432	4597969	6020897
433	4610826	6013198
434	4624724	6006825
435	4637474	5998935
436	4651083	5992127
437	4663612	5983904
438	4675580	5974945
439	4685807	5963755
440	4696329	5952944
441	4709435	5945395
442	4719592	5934115
443	4732594	5926401
444	4745485	5918526
445	4757270	5909254
446	4764691	5894573
447	4777198	5886191
448	4789846	5877962
449	4803248	5870636
450	4816821	5863492
451	4828827	5854419
452	4841189	5845763
453	4852154	5835409
454	4864524	5826738
455	4877121	5818320
456	4888510	5808449
457	4902028	5801090
458	4915475	5793621
459	4928977	5786191
460	4942408	5778650
461	4954359	5769362
462	4966165	5759893
463	4979682	5752391
464	4992169	5743679
465	5005498	5735914
466	5016454	5725417
467	5029126	5716870
468	5040788	5707161
469	5050428	5695163
470	5062869	5686322
471	5073144	5675043
472	5085316	5665881
473	5096972	5656134
474	5109332	5647156
475	5118909	5635102
476	5131027	5625843
477	5143877	5617372
478	5156860	5609028
479	5167685	5598326
480	5176544	5585501
481	5189470	5577065
482	5202207	5568408
483	5211898	5556486
484	5225417	5548639
485	5237948	5539723
486	5250536	5530852
487	5262723	5521545
488	5274670	5511976
489	5287679	5503503
490	5300295	5494603
491	5312404	5485165
492	5322306	5473446
493	5335372	5464976
494	5348074	5456116
495	5358206	5444629
496	5370327	5435160
497	5381682	5424908
498	5393659	5415277
499	5405504	5405504
500	5417734	5396106
501	5428471	5385217
502	5442116	5377200
503	5451230	5364702
504	5463105	5354925
505	5475536	5345682
506	5489067	5337495
507	5500702	5327452
508	5513978	5318984
509	5526531	5309804
510	5538383	5299939
511	5549815	5289667
512	5561365	5279503
513	5573642	5270020
514	5586256	5260843
515	5596561	5249487
516	5607928	5239128
517	5617879	5227447
518	5627612	5215571
519	5635903	5202372
520	5647608	5192330
521	5658202	5181265
522	5672384	5173474
523	5684043	5163368
524	5694430	5152103
525	5705745	5141679
526	5716442	5130697
527	5728999	5121377
528	5739641	5110342
529	5751515	5100400
530	5763919	5090919
531	5773408	5078862
532	5784542	5068257
533	5793994	5056182
534	5805885	5046236
535	5814193	5033182
536	5827075	5024088
537	5840027	5015041
538	5852703	5005744
539	5864406	4995605
540	5876322	4985641
541	5887518	4975062
542	5897547	4963497
543	5910646	4954512
544	5922670	4944614
545	5933197	4933464
546	5943930	4922487
547	5956516	4913039
548	5968456	4903049
549	5978237	4891285
550	5989840	4881013
551	5999286	4868986
552	6007160	4855697
553	6018939	4845572
554	6031536	4836097
555	6041103	4824190
556	6053605	4814627
557	6064458	4803746
558	6075809	4793259
559	6087074	4782701
560	6099850	4773323
561	6112755	4764033
562	6124202	4753599
563	6135100	4742737
564	6146407	4732189
565	6159427	4722953
566	6169501	4711453
567	6178085	4698825
568	6190182	4688872
569	6202782	4679292
570	6212843	4667792
571	6224190	4657261
572	6236877	4647725
573	6245023	4634808
574	6256462	4624342
575	6268420	4614253
576	6279385	4603431
577	6288576	4591313
578	6299348	4580355
579	6310025	4569328
580	6320202	4557942
581	6332499	4548083
582	6341534	4535882
583	6348994	4522571
584	6359971	4511774
585	6370591	4500725
586	6380569	4489225
587	6390912	4477986
588	6400550	4466258
589	6411759	4455629
590	6422032	4444350
591	6430460	4431804
592	6442118	4421487
593	6453433	4410932
594	6461178	4397944
595	6471880	4386979
596	6482547	4375991
597	6493998	4365530
598	6505588	4355160
599	6517654	4345103
600	6525845	4332466
601	6537811	4322340
602	6548727	4311517
603	6560618	4301332
604	6571625	4290565
605	6579177	4277551
606	6590333	4266887
607	6600902	4255845
608	6611275	4244677
609	6620904	4233037
610	6632940	4222935
611	6644455	4212498
612	6652786	4200046
613	6665572	4190408
614	6677398	4180160
615	6687824	4169033
616	6697827	4157646
617	6708673	4146785
618	6720387	4136458
619	6731851	4125973
620	6739794	4113336
621	6749969	4102071
622	6762007	4091937
623	6771276	4080128
624	6782636	4069581
625	6791372	4057465
626	6803241	4047223
627	6814943	4036877
628	6825742	4025994
629	6835907	4014739
630	6846898	4003970
631	6858512	3993564
632	6868463	3982189
633	6880307	3971912
634	6891313	3961148
635	6901080	3949674
636	6912743	3939287
637	6923295	3928264
638	6934547	3917639
639	6946429	3907366
640	6954480	3894943
641	6966073	3884508
642	6977267	3873848
643	6987780	3862810
644	6998134	3851686
645	7009061	3840879
646	7018768	3829405
647	7029725	3818616
648	7039599	3807241
649	7050806	3796588
650	7061582	3785702
651	7073226	3775280
652	7084238	3764518
653	7095685	3753986
654	7106496	3743116
655	7117434	3732313
656	7126492	3720528
657	7136190	3709083
658	7146045	3697726
659	7156885	3686880
660	7168343	3676351
661	7179810	3665824
662	7190046	3654669
663	7200898	3643828
664	7210802	3632509
665	7221719	3621703
666	7232700	3610928
667	7240278	3598461
668	7252148	3588133
669	7262038	3576824
670	7272850	3565972
671	7284149	3555358
672	7292376	3543249
673	7302738	3532185
674	7314416	3521756
675	7327002	3511758
676	7337480	3500747
677	7347688	3489609
678	7359694	3479325
679	7370983	3468697
680	7382775	3458304
681	7392303	3446851
682	7403677	3436260
683	7413647	3425018
684	7424952	3414394
685	7436294	3403784
686	7446134	3392489
687	7455655	3381053
688	7466570	3370251
689	7478101	3359726
690	7489426	3349106
691	7501657	3338888
692	7513130	3328327
693	7520118	3315787
694	7531516	3305197
695	7543092	3294683
696	7551159	3282641
697	7561510	3271598
698	7572726	3260930
699	7582925	3249825
700	7592866	3238612
701	7602598	3227313
702	7613661	3216582
703	7625543	3206194
704	7636724	3195508
705	7647785	3184771
706	7658479	3173882
707	7668670	3162785
708	7678769	3151653
709	7689589	3140818
710	7699926	3129787
711	7711561	3119283
712	7722452	3108476
713	7733470	3097720
946617
715	7402959	2936369
716	7415328	2926831
717	7425436	2916397
718	7435832	2906076
719	7446274	2895773
720	7457554	2885794
721	7469407	2876032
722	7479349	2865532
723	7491638	2855928
724	7501820	2845518
725	7512743	2835387
726	7524019	2825388
727	7536231	2815734
728	7547660	2805783
729	7558718	2795690
730	7569339	2785433
731	7579557	2775029
732	7592208	2765511
733	7603347	2755436
734	7611766	2744378
735	7623057	2734357
736	7636170	2724983
737	7646608	2714649
738	7656918	2704270
739	7668335	2694280
740	7680334	2684489
741	7690067	2673904
742	7702454	2664240
743	7713151	2653987
744	7724935	2644105
745	7735832	2633916
746	7744038	2622813
73
746	7711396	2611758
747	7718226	2600258
748	7729598	2590292
749	7740939	2580313
57508
751	7724993	2547604
752	7734592	2537110
753	7746555	2527390
713	2515370
754	7718248	2504597
755	7728769	2494470
756	7738991	2484246
757	7748181	2473693
14675
760	6706488	2106242
761	6715545	2097506
762	6723574	2088449
763	6733630	2080021
764	6743433	2071512
765	6752982	2062921
766	6761481	2054009
767	6769169	2044853
768	6777941	2036026
769	6786053	2027002
770	6795379	2018342
771	6804009	2009474
772	6812335	2000517
773	6820408	1991488
774	6829501	1982758
775	6837924	1973833
776	6846356	1964913
777	6855834	1956291
778	6865232	1947646
779	6872652	1938440
780	6875655	1928000
781	6884747	1919277
782	6894032	1910606
783	6902249	1901640
784	6910452	1892671
785	6919123	1883832
786	6927903	1875023
787	6936279	1866105
788	6943574	1856900
789	6953007	1848267
790	6960386	1839090
791	6969639	1830410
792	6979143	1821794
793	6988710	1813191
794	6998361	1804609
795	7008570	1796166
796	7017431	1787376
797	7025931	1778494
798	7035647	1769918
799	7043837	1760959
800	7053445	1752354
801	7062375	1743578
802	7072123	1735004
803	7079476	1725842
804	7089468	1717324
805	7098793	1708642
806	7108011	1699933
807	7116122	1690959
808	7124720	1682103
809	7134329	1673484
810	7143639	1664793
811	7153041	1656122
812	7162142	1647380
813	7170913	1638562
814	7178396	1629451
815	7187267	1620658
816	7196388	1611920
817	7206235	1603343
818	7215098	1594545
819	7223411	1585627
820	7233965	1577198
821	7243417	1568525
822	7252289	1559726
823	7261108	1550916
824	7270430	1542212
825	7279077	1533365
826	7287275	1524423
827	7295728	1515537
828	7304939	1506809
829	7313790	1498005
830	7323500	1489376
831	7331716	1480442
832	7341401	1471805
833	7350596	1463068
834	7358663	1454107
835	7367658	1445330
836	7377119	1436643
837	7386663	1427970
838	7394678	1419002
839	7404383	1410358
840	7413862	1401669
841	7422014	1392729
842	7431548	1384048
843	7440963	1375343
844	7449640	1366502
845	7458760	1357741
846	7468142	1349026
847	7478762	1340532
848	7486149	1331458
849	7495393	1322716
850	7504568	1313960
851	7513721	1305200
852	7522703	1296409
853	7525793	1286610
854	7534412	1277765
855	7543173	1268945
856	7553308	1260353
857	7561775	1251482
858	7570908	1242721
859	7579738	1233910
860	7588763	1225131
861	7597703	1216337
862	7606917	1207587
863	7616218	1198849
864	7624462	1189945
865	7633553	1181173
866	7642063	1172311
867	7651632	1163612
868	7661488	1154953
869	7670766	1146206
870	7678310	1137200
871	7687993	1128512
872	7696854	1119702
873	7704648	1110738
874	7716032	1102290
875	7724050	1093358
876	7732161	1084442

877	7676225	1066628
878	7684420	1057809
879	7693924	1049171
880	7701925	1040328
881	7711136	1031648
882	7721340	1023099
883	7729607	1014292
884	7738269	1005537
5	7731916	994851
886	7740141	986060
887	7748780	977323
8	7610581	950252
889	7618330	941591
890	7622226	932460
891	7631770	924025
892	7640289	915465
893	7649874	907032
894	7658297	898459
895	7661859	889322
896	7670624	880796
897	7678996	872224
898	7687970	863720
899	7697103	855233
900	7706431	846766
901	7716326	838359
902	7725466	829867
903	7733368	821242
904	7737952	812271
905	7745035	803568
48	799606
906	7711370	790691
907	7720599	782263
908	7729805	773830
909	7738919	765387
