iter	Logloss
0	0.6288161322
1	0.5759669032	2	0.5335800133	0.4999988661
4	0.4734053075
5	0.4518934172
6	0.4331956259
7	0.416838881
8	0.4044642425
9	0.3914995908
10	0.3805452116
11	0.3713041375
112	0.363094573813	0.358455756
14	0.3518185774
15	0.3461146863
16	0.3409667257
17	0.3358957005
18	0.3319719804
19	0.3272608966
20	0.3228114648
2121	0.3111567122222	0.3086939523	23	0.304923724	24	0.300502925	025	0.296131226	026	0.292763827	0.2941928317
28	0.291693732
29	0.289353458
30	0.2872254344
31	0.2835930383
32	0.232	0.2729033	0.2774783926
34	0.2755816518
35	0.235	0.2647736	0.236	0.2622737	0.37	0.26010038	0.38	0.25720939	0.39	0.25471740	0.40	0.25209241	0.41	0.24923842	0.42	0.24666643	0.43	0.2433337966
44	0.24135245	0.45	0.23956546	0.46	0.23759447	0.47	0.23535448	0.48	0.23230949	0.49	0.23005850	050	0.228036951	051	0.225313852	052	0.223523553	053	0.221741154	054	0.218949855	055	0.217454256	056	0.214948457	0.2166015777
58	0.2150440758
59	0.2125783349
60	0.2104917888
61	0.2090883184
62	0.2071574781
63	0.2046305165
64	0.2019212521
65	0.2004591675
66	0.1985707331
67	067	0.193407168	068	0.191597469	069	0.189824070	070	0.188040471	071	0.186413972	072	0.183789073	073	0.182155474	074	0.1799347575	75	0.17895476	0.76	0.1773007777	77	0.1758577878	78	0.1747178279	0.1727439708080	0.1709443088181	0.1695617168282	0.1681650948383	0.1669676548484	0.1654032578585	0.1638012918686	0.1627150148787	0.1615596678888	0.1604812628989	0.158668684
90	90	0.159179699191	0.1576462299292	0.1562714799393	0.1552266849494	0.15360192495	0.1508778532
96	0.1500392844
97	0.1489005493
98	0.1477356405
99	0.1469628808
100	0.1457904334
101	0.1435961155
102	0.1423688742
103	0.141451166
104	0.141338105	1105	0.139493106	1106	0.137829107	1107	0.1370901081108	0.1358587109109	0.13484882110110	0.13407480111111	0.133204661112	0.13221537251113	0.13145857011114	0.13017556181115	0.1297175632
116	0.1287915446
117	0.1278655249
118	0.1272503295
119	0.126112765
120	0.1247813078
121	0.1242257405
122	0.1235531665
123	0.1229941668
124	0.1218624678
125	0.1207914544
126	0.1201671182
127	0.1195925842
128	0.1185580177
129	0.1178451516
130	0.116622526
131	0.1157622708
132	0.1150819359
133	0.1140559797
134	0.1135843155
135	0.1129944065
136	0.1124060128
137	0.1117719605
138	0.1109781715
139	0.1096377946
140	0.1090189486
141	0.10814698
142	0.1074698954
143	0.1066842014
144	0.1058498487
145	0.1050542767
146	0.1042299254
147	0.1037599754
148	0.1030839403
149	0.1025774561
150	0.1017753557
151	0.1011777537
152	0.1005164137
153	0.09969706251
154	0.09876074587
155	0.09819321611
156	0.09752198859
157	0.09657236621
158	0.09520387813
159	0.09432537295
160	0.09385665274
161	0.09335225164
162	0.09258701008
163	0.09189579719
164	0.09138469883
165	0.09072873733
166	0.08969625051
167	0.08894204418
168	0.08837002105
169	0.08726824282
170	0.08625437215
171	0.08545435919
172	0.08504312176
173	0.08417524338
174	0.08361928993
175	0.0832169323
176	0.08259295054
177	0.08164208871
178	0.08115392906
179	0.08076037294
180	0.08036251704
181	0.07963263272
182	0.07923987654
183	0.07881961718
184	0.0782682778
185	0.07762261761
186	0.07683789879
187	0.07658050664
188	0.07601796398
189	0.07532454113
190	0.07495315749
191	0.07441987849
192	0.07408238634
193	0.07360074716
194	0.07307362638
195	0.07262193024
196	0.07230703431
197	0.07179755478
198	0.07132293911
199	0.07085416858
200	0.07026388449
201	0.06977761692
202	0.06949495989
203	0.06888485466
204	0.06855789728
205	0.06804527657
206	0.06756292579
207	0.0669977716
208	0.06674371406
209	0.06647595378
210	0.06581243649
211	0.06543586715
212	0.06494005491
213	0.06459952132
214	0.0642238943
215	0.06384634308
216	0.06339646423
217	0.06302788654
218	0.06272532379
219	0.06224018433
220	0.06172333027
221	0.06137730594
222	0.06101544819
223	0.06077232664
224	0.06044581403
225	0.06020533614
226	0.05974476365
227	0.05945940508
228	0.05915445028
229	0.05880424609
230	0.05848196
231	0.05810685837
232	0.05776711851
